groupId,speaker,line,hasChoices,choices,conditionType,conditionKey,conditionTargetCharacter,conditionValue,nextOnCompletion,eventName,,(<-이 열은 건드리면 안됨. 이름 바뀌면 다죽습니다... 이 괄호랑 메모는 필요없으니 import 전 삭제)
2-3-Main,,"""그때, 강의실 문이 다시 열리고 이현 선배가 들어왔다.""",FALSE,,None,,,,,,,
2-3-Main,,"""아는 동기들이 있는지, 앞쪽 자리에 가방을 내려놓는다.""",FALSE,,None,,,,,,,
2-3-Main,,...이현 선배랑 눈이 마주쳤다.,FALSE,,None,,,,,,,
2-3-Main,문이현,(안녕.),FALSE,,None,,,,,smile,,
2-3-Main,,입모양으로 조용히 인사를 해 주시길래 나도 인사했다.,FALSE,,None,,,,,,,
2-3-Main,여주,(안녕하세요.),FALSE,,None,,,,,,,
2-3-Main,,"""강의실 문이 또 열렸다.\n아... 이번엔 교수님이시다.""",FALSE,,None,,,,,,,
2-3-Main,,수업이 시작됐다. 한 시간쯤 지났을까. 쉬는 시간을 주셨다.,FALSE,,None,,,,,,,
2-3-Main,,그리고 조교님이 다시 강의실로 들어오셨다.,FALSE,,None,,,,,,,
2-3-Main,,"""교수님의 심부름인지, 여러 자료들을 챙겨오는 모습이다.""",FALSE,,None,,,,,,,
2-3-Main,,남은 시간동안 필기해둔 내용을 복습하다가 막히는 부분이 생겼다.,FALSE,,None,,,,,,,
2-3-Main,,음... 왜 이런 결과가 나오는거지? 누구한테 물어봐야 하는거지?,TRUE,"""조교님한테 물어본다|2-3-1|5|정우진|False;이현 선배한테 물어본다|2-3-2|5|문이현|False""",None,,,,,,,
2-3-1,,다들 쉽게 이해한 것처럼 보여서 교수님께 묻기엔 민망했다.,FALSE,,None,,,,,,,
2-3-1,,"""그래서 조교님께 물어보기로 했다.\n강의실을 나간 조교님을 급하게 따라갔다.""",FALSE,,None,,,,,,,
2-3-1,,저번에 연구실에서 본 이후로 인상이 변했다.,FALSE,,None,,,,,,,
2-3-1,,"""처음에는 감정이 없는 사이코패스같은 느낌이었는데,\n지금 보니까 인간미 있는 것 같기도 하고...""",FALSE,,None,,,,,,,
2-3-1,여주,"""조교님, 질문이 있습니다.""",FALSE,,None,,,,,,,
2-3-1,,뒤를 돈 조교님의 표정이 묘하다.,FALSE,,None,,,,,,,
2-3-1,,...원래 조교한테는 질문 잘 안 하나?,FALSE,,None,,,,,,,
2-3-1,,아무도 그런 건 안 알려줬는데.,FALSE,,None,,,,,,,
2-3-1,정우진,저요?,TRUE,"""교수님께 여쭙기엔 부끄럽다고 한다|2-3-1-1|0|정우진|False;그렇다고 한다|2-3-1-2|0|정우진|False""",None,,,,,smile,,
2-3-1-1,여주,네... 교수님께 여쭙기는 부끄러워서요.,FALSE,,None,,,,2-3-1-3,,,
2-3-1-2,여주,네!,FALSE,,None,,,,2-3-1-3,,,
2-3-1-3,정우진,그래요..? 물어봐요.,FALSE,,None,,,,2-4-Main,smile,,
2-3-1-3,,"""내가 질문하자, 그는 거의 교수님처럼 막힘없이 술술 설명해줬다.""",FALSE,,None,,,,,,,
2-3-1-3,여주,완전 이해됐어요...,FALSE,,None,,,,,,,
2-3-1-3,정우진,저도 처음엔 이 부분 많이 헷갈렸어요.,FALSE,,None,,,,,smile,,
2-3-1-3,,...방금 웃은건가?,FALSE,,None,,,,,,,
2-3-1-3,,처음으로 웃는 걸 본 것 같은데.,FALSE,,None,,,,,,,
2-3-1-3,정우진,그리고 교수님께 질문하는거 부끄러워하지 않아도 돼요. 그러라고 계신건데.,FALSE,,None,,,,,smile,,
2-3-1-3,여주,네... 감사합니다.,FALSE,,None,,,,,,,
2-3-1-3,,다음엔 꼭 교수님께 질문해야지.,FALSE,,None,,,,,,,
2-3-1-3,정우진,네. [여주이름] 학생 수고하세요.,FALSE,,None,,,,,smile,,
2-3-1-3,,조교님이 멀어진다.,FALSE,,None,,,,,,,
2-3-1-3,,"""근데 방금...\n[여주이름] 학생이라고 말했지..?""",FALSE,,None,,,,,,,
2-3-1-3,,저번에 과제로 호들갑 떨어서 이름을 외운건가...?,FALSE,,None,,,,,,,
2-3-1-3,,"""...앞으로 이 수업은 더 열심히 들어야겠다고 다짐했다.\n과제도 열심히 해야지...""",FALSE,,None,,,,,,,
2-3-2,,"""주은이는 뭔가 딴짓 중이고,\n조교님은 바빠 보이신다.""",FALSE,,None,,,,2-4-Main,,,
2-3-2,,"""고개를 돌려 주변을 둘러보자, 몇 줄 앞에 앉은 이현 선배가 눈에 들어왔다.""",FALSE,,None,,,,,,,
2-3-2,,이현 선배... 조용하지만 똑부러진 느낌이 있단 말이지.,FALSE,,None,,,,,,,
2-3-2,,에라 모르겠다. 용기를 내서 물어보자!,FALSE,,None,,,,,,,
2-3-2,여주,저기... 선배. 혹시 이 문제 왜 이렇게 되는지 아세요?,FALSE,,None,,,,,,,
2-3-2,문이현,...어? 아... 아마... 여기서 이렇게 정리돼서 그 다음에 이렇게 나오는 걸 거야.,FALSE,,None,,,,,smile,,
2-3-2,여주,헉... 그럼 이거랑 연결돼서 나오는 거예요?,FALSE,,None,,,,,,,
2-3-2,문이현,응... 그건 아마... 잠깐만요.,FALSE,,None,,,,,smile,,
2-3-2,,이현 선배가 가방을 뒤적거렸다.,FALSE,,None,,,,,,,
2-3-2,문이현,"내가 정리해둔 거 있는데... 이거 보면 이해될 거야. 작년에 필기한 건데, 참고만 해요...",FALSE,,None,,,,,smile,,
2-3-2,,선배는 주머니에서 조심스럽게 반으로 접힌 종이를 꺼내 내 쪽으로 내밀었다.,FALSE,,None,,,,,,,
2-3-2,,"""글씨가 정갈했고, 요점만 딱딱 정리 돼 있었다.\n완전 정석 노트...",FALSE,,None,,,,,,,
2-3-2,여주,우와.. 선배가 이거 직접 정리하신 거예요?,FALSE,,None,,,,,,,
2-3-2,문이현,응. 나는 이게 보기 편해서... 근데 혹시... 글씨 못 알아보면 말해요.,FALSE,,None,,,,,smile,,
2-3-2,,"""자기 글씨 보여주면서 괜히 민망해하는 모습이, 진짜 이현 선배 답달까.""",FALSE,,None,,,,,,,
2-3-2,,이 사람... 역시 말보단 행동으로 다정함을 보여주는 타입이다.,FALSE,,None,,,,,,,
